time/ka,W/m^2
-9812,490.165375
-9811,490.87419
-9810,489.303444
-9809,486.081273
-9808,481.049351
-9807,475.132947
-9806,469.434653
-9805,463.768884
-9804,459.280702
-9803,455.873555
-9802,453.97335
-9801,453.450462
-9800,454.341373
-9799,456.166883
-9798,459.331653
-9797,463.468251
-9796,467.994842
-9795,473.463162
-9794,479.110995
-9793,484.392868
-9792,488.963445
-9791,491.653184
-9790,491.647253
-9789,488.702352
-9788,482.730208
-9787,474.034968
-9786,464.524081
-9785,454.990736
-9784,446.01569
-9783,439.298781
-9782,435.020194
-9781,432.778564
-9780,432.959159
-9779,435.137676
-9778,438.889284
-9777,444.363369
-9776,450.764276
-9775,458.454544
-9774,466.333093
-9773,474.323783
-9772,482.235016
-9771,489.013331
-9770,493.986295
-9769,496.70234
-9768,497.072341
-9767,495.221822
-9766,491.255232
-9765,486.463937
-9764,481.213677
-9763,476.134004
-9762,471.692401
-9761,468.194513
-9760,465.87325
-9759,464.573098
-9758,464.087401
-9757,464.349001
-9756,465.243051
-9755,466.495438
-9754,467.741897
-9753,469.184961
-9752,470.394305
-9751,471.182002
-9750,471.542186
-9749,470.946307
-9748,469.637781
-9747,467.521211
-9746,464.769043
-9745,461.640523
-9744,458.449072
-9743,455.334802
-9742,452.64372
-9741,450.655845
-9740,449.385662
-9739,448.913335
-9738,449.394047
-9737,450.471076
-9736,452.368677
-9735,454.821106
-9734,457.706284
-9733,460.942322
-9732,464.371656
-9731,467.844702
-9730,471.256784
-9729,474.57249
-9728,477.5691
-9727,480.311868
-9726,482.775931
-9725,484.842394
-9724,486.574233
-9723,487.900429
-9722,488.820083
-9721,489.320694
-9720,489.419644
-9719,488.942017
-9718,488.054431
-9717,486.567791
-9716,484.530983
-9715,481.972427
-9714,478.850691
-9713,475.22083
-9712,471.18309
-9711,466.901964
-9710,462.596319
-9709,458.342592
-9708,454.567971
-9707,451.229739
-9706,448.706754
-9705,447.079953
-9704,446.424918
-9703,446.913734
-9702,448.241799
-9701,450.542893
-9700,453.550338
-9699,456.87142
-9698,460.51707
-9697,463.864012
-9696,467.050473
-9695,469.597924
-9694,471.409239
-9693,472.465717
-9692,472.759872
-9691,472.457348
-9690,471.694742
-9689,470.762045
-9688,470.005752
-9687,469.239172
-9686,469.147006
-9685,469.259439
-9684,469.9987
-9683,471.24984
-9682,472.81609
-9681,474.735898
-9680,476.70826
-9679,478.695507
-9678,480.378689
-9677,481.338585
-9676,481.999017
-9675,481.547819
-9674,480.492577
-9673,478.66946
-9672,476.191663
-9671,473.513072
-9670,470.527917
-9669,467.565526
-9668,464.970322
-9667,462.508979
-9666,460.819959
-9665,459.26901
-9664,458.488884
-9663,458.044664
-9662,457.677319
-9661,457.713966
-9660,457.836037
-9659,457.57625
-9658,457.216121
-9657,456.938874
-9656,456.455143
-9655,456.664782
-9654,456.902475
-9653,457.78323
-9652,459.197574
-9651,461.118062
-9650,463.749218
-9649,466.752047
-9648,470.293002
-9647,474.319588
-9646,478.221542
-9645,482.454233
-9644,485.902856
-9643,489.032501
-9642,490.972401
-9641,491.642422
-9640,490.921849
-9639,488.576278
-9638,484.856508
-9637,480.082466
-9636,474.71776
-9635,469.58364
-9634,464.205837
-9633,459.845024
-9632,456.117998
-9631,453.469765
-9630,451.790125
-9629,451.072476
-9628,451.497788
-9627,452.677889
-9626,454.63806
-9625,457.202305
-9624,460.155588
-9623,463.433967
-9622,466.3042
-9621,468.811484
-9620,470.258944
-9619,470.620443
-9618,469.904307
-9617,468.005558
-9616,465.682494
-9615,462.837807
-9614,460.446322
-9613,458.851588
-9612,457.727221
-9611,457.730438
-9610,458.644482
-9609,460.495144
-9608,463.224453
-9607,466.376249
-9606,470.144513
-9605,474.269911
-9604,478.600966
-9603,482.942925
-9602,487.058105
-9601,490.694042
-9600,493.507552
-9599,495.442331
-9598,495.808732
-9597,494.578959
-9596,491.688903
-9595,486.926113
-9594,481.003804
-9593,473.892847
-9592,466.391642
-9591,459.066428
-9590,452.443645
-9589,447.114994
-9588,442.822874
-9587,440.188653
-9586,438.917898
-9585,439.040362
-9584,440.520154
-9583,443.188809
-9582,446.644518
-9581,451.167496
-9580,455.996204
-9579,461.40398
-9578,466.52622
-9577,471.496671
-9576,475.652414
-9575,478.771476
-9574,480.510701
-9573,480.932555
-9572,480.105936
-9571,477.999269
-9570,475.448286
-9569,472.916811
-9568,470.137174
-9567,467.71686
-9566,466.101175
-9565,465.098829
-9564,464.790737
-9563,465.26605
-9562,466.275107
-9561,467.849265
-9560,470.035505
-9559,472.437305
-9558,475.097146
-9557,477.906166
-9556,480.712455
-9555,483.354112
-9554,485.639416
-9553,487.540844
-9552,488.518107
-9551,488.326252
-9550,486.634776
-9549,483.360623
-9548,478.489756
-9547,472.004302
-9546,464.916016
-9545,457.142574
-9544,449.619839
-9543,442.924091
-9542,437.574431
-9541,433.788091
-9540,431.954037
-9539,431.94066
-9538,433.621593
-9537,437.006168
-9536,441.866002
-9535,447.715964
-9534,454.964317
-9533,463.0093
-9532,471.085058
-9531,479.469984
-9530,487.168782
-9529,493.655065
-9528,497.989137
-9527,499.79106
-9526,498.849542
-9525,495.458333
-9524,490.110472
-9523,483.613013
-9522,476.760773
-9521,470.261579
-9520,464.982545
-9519,460.587
-9518,457.755858
-9517,456.170307
-9516,455.826971
-9515,456.394647
-9514,458.111085
-9513,460.432047
-9512,463.346473
-9511,466.723984
-9510,470.327261
-9509,474.214108
-9508,477.575885
-9507,479.962236
-9506,480.942751
-9505,480.302196
-9504,477.928118
-9503,473.760096
-9502,468.419353
-9501,462.417727
-9500,456.41323
-9499,451.004829
-9498,446.65371
-9497,443.927443
-9496,442.577834
-9495,442.741766
-9494,444.208092
-9493,446.902135
-9492,450.604095
-9491,455.13606
-9490,460.169041
-9489,465.916706
-9488,471.648038
-9487,477.756434
-9486,483.622248
-9485,488.624223
-9484,492.986953
-9483,496.198413
-9482,497.539049
-9481,497.079843
-9480,494.7839
-9479,490.572131
-9478,484.996108
-9477,478.08277
-9476,471.173146
-9475,464.439288
-9474,458.331654
-9473,453.23142
-9472,449.29219
-9471,446.727753
-9470,445.491412
-9469,445.489424
-9468,446.761304
-9467,448.901066
-9466,451.956238
-9465,456.04094
-9464,460.351925
-9463,465.246456
-9462,470.030316
-9461,474.24607
-9460,477.462129
-9459,479.35188
-9458,479.589922
-9457,478.106388
-9456,475.037939
-9455,470.950905
-9454,466.358945
-9453,462.206873
-9452,458.27262
-9451,455.551413
-9450,453.825085
-9449,453.628633
-9448,454.538503
-9447,456.550878
-9446,459.645142
-9445,463.263793
-9444,467.610252
-9443,472.464749
-9442,477.547231
-9441,482.636132
-9440,487.435121
-9439,491.591902
-9438,494.752505
-9437,496.678618
-9436,496.755551
-9435,494.794554
-9434,490.836404
-9433,484.888401
-9432,477.466632
-9431,469.322013
-9430,461.073048
-9429,453.38633
-9428,446.730406
-9427,441.68729
-9426,438.064126
-9425,436.130824
-9424,435.89841
-9423,437.135746
-9422,440.000386
-9421,443.911569
-9420,448.845229
-9419,454.547707
-9418,460.984694
-9417,467.144708
-9416,473.073021
-9415,478.007962
-9414,481.518241
-9413,483.296173
-9412,483.432693
-9411,482.047641
-9410,479.601676
-9409,476.524529
-9408,473.349317
-9407,470.482328
-9406,468.303493
-9405,467.09812
-9404,466.673106
-9403,467.076309
-9402,468.17703
-9401,469.726388
-9400,471.791377
-9399,474.103057
-9398,476.276741
-9397,478.467892
-9396,480.092699
-9395,481.336558
-9394,481.706297
-9393,481.323997
-9392,479.991327
-9391,477.877525
-9390,475.045114
-9389,471.718555
-9388,468.125168
-9387,464.461381
-9386,461.074172
-9385,457.979384
-9384,455.303776
-9383,453.124929
-9382,451.59239
-9381,450.550914
-9380,450.034972
-9379,450.081958
-9378,450.526919
-9377,451.495074
-9376,452.881917
-9375,454.69493
-9374,456.89781
-9373,459.555722
-9372,462.420858
-9371,465.630953
-9370,468.98913
-9369,472.361036
-9368,475.73158
-9367,478.751486
-9366,481.367377
-9365,483.368208
-9364,484.535283
-9363,484.770242
-9362,484.135266
-9361,482.648937
-9360,480.342411
-9359,477.731066
-9358,474.752405
-9357,471.816129
-9356,469.295376
-9355,467.114693
-9354,465.443871
-9353,464.471707
-9352,463.97828
-9351,464.012059
-9350,464.638062
-9349,465.475028
-9348,466.502664
-9347,467.731365
-9346,468.792936
-9345,469.478668
-9344,469.664093
-9343,469.183219
-9342,467.99532
-9341,466.176911
-9340,463.827611
-9339,461.258301
-9338,458.752374
-9337,456.593111
-9336,455.028016
-9335,454.318699
-9334,454.340836
-9333,455.225692
-9332,456.975581
-9331,459.29802
-9330,462.189769
-9329,465.435442
-9328,468.816952
-9327,472.161751
-9326,475.361833
-9325,477.984899
-9324,480.073868
-9323,481.419476
-9322,481.871621
-9321,481.586042
-9320,480.549804
-9319,478.872175
-9318,476.826391
-9317,474.571744
-9316,472.166493
-9315,469.97302
-9314,468.060661
-9313,466.432059
-9312,465.255078
-9311,464.444447
-9310,463.944565
-9309,463.79232
-9308,463.814703
-9307,463.835934
-9306,463.895554
-9305,463.725538
-9304,463.275801
-9303,462.53143
-9302,461.508875
-9301,460.186116
-9300,458.872542
-9299,457.76706
-9298,456.894309
-9297,456.677295
-9296,457.059284
-9295,458.169024
-9294,460.1197
-9293,462.665023
-9292,465.837674
-9291,469.491916
-9290,473.411469
-9289,477.346116
-9288,480.964888
-9287,483.873484
-9286,485.905883
-9285,486.769571
-9284,486.187001
-9283,484.089046
-9282,480.947437
-9281,476.932821
-9280,472.501781
-9279,468.105384
-9278,464.135565
-9277,460.954588
-9276,458.816138
-9275,457.65526
-9274,457.596584
-9273,458.508907
-9272,460.282667
-9271,462.552397
-9270,465.564917
-9269,468.808574
-9268,471.910675
-9267,474.670848
-9266,476.302248
-9265,476.449152
-9264,474.921837
-9263,471.732225
-9262,467.007376
-9261,461.737102
-9260,456.025231
-9259,451.119106
-9258,447.222714
-9257,444.727676
-9256,443.770575
-9255,444.482004
-9254,446.563792
-9253,450.007018
-9252,454.324002
-9251,459.645797
-9250,465.318469
-9249,471.200949
-9248,476.97546
-9247,482.466496
-9246,486.867324
-9245,490.073719
-9244,491.94289
-9243,492.256152
-9242,491.169718
-9241,488.807872
-9240,485.66471
-9239,482.032221
-9238,478.212526
-9237,474.688451
-9236,471.410519
-9235,468.506434
-9234,466.149917
-9233,464.164827
-9232,462.656306
-9231,461.511142
-9230,460.699354
-9229,460.176715
-9228,459.836488
-9227,459.757161
-9226,459.889607
-9225,460.207547
-9224,460.714539
-9223,461.243252
-9222,462.089556
-9221,462.99448
-9220,464.037633
-9219,464.957492
-9218,465.768545
-9217,466.307318
-9216,466.499442
-9215,466.296216
-9214,465.543873
-9213,464.333876
-9212,462.837599
-9211,460.981729
-9210,459.408405
-9209,458.051776
-9208,457.022268
-9207,456.753215
-9206,457.144031
-9205,458.334737
-9204,460.4208
-9203,463.141964
-9202,466.548867
-9201,470.470957
-9200,474.841398
-9199,479.429174
-9198,484.315514
-9197,488.494743
-9196,492.190283
-9195,494.59713
-9194,495.261863
-9193,493.975927
-9192,490.413723
-9191,484.801216
-9190,477.657379
-9189,469.653249
-9188,461.141055
-9187,453.695924
-9186,447.44952
-9185,442.750255
-9184,439.98421
-9183,438.92948
-9182,439.616398
-9181,441.869846
-9180,445.608689
-9179,450.288451
-9178,456.430479
-9177,463.50114
-9176,470.641975
-9175,478.741675
-9174,485.634792
-9173,491.23341
-9172,494.220306
-9171,494.058135
-9170,490.247527
-9169,483.392203
-9168,473.901988
-9167,464.225191
-9166,455.08493
-9165,447.454868
-9164,442.219324
-9163,439.295953
-9162,438.564672
-9161,439.9088
-9160,443.025036
-9159,447.605986
-9158,453.142655
-9157,460.103645
-9156,467.467187
-9155,475.905994
-9154,483.899869
-9153,492.337654
-9152,498.668979
-9151,502.844291
-9150,503.36626
-9149,499.976338
-9148,492.768582
-9147,482.848537
-9146,471.614812
-9145,460.462673
-9144,450.527065
-9143,442.666184
-9142,437.491978
-9141,434.656151
-9140,434.136777
-9139,435.60039
-9138,438.699234
-9137,443.253272
-9136,448.650354
-9135,455.264852
-9134,462.070799
-9133,469.477495
-9132,476.587133
-9131,482.514877
-9130,487.475304
-9129,490.564408
-9128,491.728108
-9127,490.879418
-9126,488.288024
-9125,484.757382
-9124,480.167503
-9123,475.620814
-9122,471.179459
-9121,467.407403
-9120,464.112494
-9119,461.432931
-9118,459.371778
-9117,457.959191
-9116,457.156047
-9115,456.808879
-9114,456.946842
-9113,457.573994
-9112,458.580999
-9111,460.031303
-9110,461.859337
-9109,464.041101
-9108,466.781612
-9107,469.441201
-9106,472.412316
-9105,475.374688
-9104,477.708685
-9103,479.310538
-9102,479.818489
-9101,478.901599
-9100,476.341827
-9099,472.38448
-9098,467.341035
-9097,461.268551
-9096,455.144604
-9095,449.932443
-9094,445.406589
-9093,442.520926
-9092,441.132687
-9091,441.424294
-9090,443.235594
-9089,446.59611
-9088,451.010035
-9087,456.569841
-9086,463.104653
-9085,470.425721
-9084,478.763694
-9083,486.724847
-9082,494.588308
-9081,501.086112
-9080,505.315937
-9079,506.540245
-9078,504.161162
-9077,497.886328
-9076,488.643537
-9075,478.369604
-9074,467.158246
-9073,456.84963
-9072,448.688705
-9071,442.627193
-9070,438.870165
-9069,437.40056
-9068,437.858694
-9067,440.009391
-9066,443.432507
-9065,448.023155
-9064,454.22481
-9063,460.960169
-9062,468.961484
-9061,476.641995
-9060,484.902878
-9059,491.448695
-9058,495.069896
-9057,495.045209
-9056,490.607117
-9055,482.526194
-9054,471.404608
-9053,459.972133
-9052,448.597744
-9051,439.698444
-9050,433.367171
-9049,429.912412
-9048,429.460579
-9047,431.334063
-9046,435.198486
-9045,440.792489
-9044,447.752267
-9043,455.519193
-9042,464.593567
-9041,474.26723
-9040,483.477142
-9039,493.081619
-9038,500.617035
-9037,505.970302
-9036,507.898261
-9035,506.182607
-9034,500.775331
-9033,492.630934
-9032,483.454017
-9031,473.531749
-9030,464.818502
-9029,457.150997
-9028,451.673868
-9027,448.257291
-9026,446.494565
-9025,446.412129
-9024,447.679253
-9023,450.0693
-9022,453.369208
-9021,457.28877
-9020,461.49182
-9019,465.681384
-9018,469.206708
-9017,472.306851
-9016,474.404154
-9015,475.311612
-9014,475.213409
-9013,474.204121
-9012,472.619812
-9011,470.676129
-9010,468.664786
-9009,466.807199
-9008,465.30293
-9007,464.008944
-9006,463.061345
-9005,462.271811
-9004,461.565678
-9003,461.048338
-9002,460.467304
-9001,459.90643
-9000,459.487288
-8999,459.169517
-8998,459.128964
-8997,459.405708
-8996,460.099291
-8995,461.397915
-8994,463.198233
-8993,465.749866
-8992,468.836151
-8991,472.330528
-8990,476.084413
-8989,480.112012
-8988,484.069143
-8987,487.187771
-8986,489.157316
-8985,489.267652
-8984,487.202901
-8983,482.940157
-8982,476.932835
-8981,469.476875
-8980,462.139418
-8979,455.362136
-8978,449.729859
-8977,445.818801
-8976,443.626011
-8975,443.02558
-8974,444.126657
-8973,446.581086
-8972,450.024104
-8971,454.860298
-8970,460.230744
-8969,466.656783
-8968,473.357979
-8967,480.219671
-8966,485.95108
-8965,489.944872
-8964,491.475759
-8963,490.009598
-8962,485.412909
-8961,478.497037
-8960,470.4057
-8959,462.76325
-8958,455.633376
-8957,450.456539
-8956,447.416864
-8955,446.162706
-8954,446.630897
-8953,448.61555
-8952,451.782499
-8951,456.014792
-8950,461.018466
-8949,466.219106
-8948,472.035622
-8947,477.725749
-8946,483.144224
-8945,487.25494
-8944,489.505376
-8943,489.507018
-8942,486.85855
-8941,481.708903
-8940,474.736163
-8939,466.955071
-8938,459.347882
-8937,453.04931
-8936,447.936394
-8935,444.92033
-8934,443.682122
-8933,444.208193
-8932,446.265932
-8931,449.521631
-8930,453.746525
-8929,458.91329
-8928,464.18567
-8927,469.414382
-8926,474.439822
-8925,478.674495
-8924,481.424916
-8923,482.760989
-8922,482.394999
-8921,480.571498
-8920,477.778935
-8919,474.347752
-8918,471.024988
-8917,468.273965
-8916,466.349039
-8915,465.38168
-8914,465.404515
-8913,466.18383
-8912,467.771505
-8911,469.669938
-8910,471.926823
-8909,473.93585
-8908,475.634003
-8907,476.504239
-8906,476.362156
-8905,474.994416
-8904,472.337554
-8903,468.846777
-8902,464.797509
-8901,460.84087
-8900,457.38246
-8899,454.907861
-8898,453.454066
-8897,453.221982
-8896,454.262448
-8895,456.139916
-8894,459.153984
-8893,462.678118
-8892,466.604127
-8891,470.745264
-8890,474.184352
-8889,476.632959
-8888,477.536351
-8887,476.315007
-8886,473.25005
-8885,468.417008
-8884,462.981168
-8883,457.179943
-8882,452.388674
-8881,448.931759
-8880,447.198092
-8879,447.250075
-8878,448.95901
-8877,452.143836
-8876,456.686789
-8875,462.286155
-8874,468.753989
-8873,475.70785
-8872,482.349208
-8871,488.832738
-8870,494.432233
-8869,497.865621
-8868,499.072085
-8867,497.465473
-8866,493.290311
-8865,486.901056
-8864,479.653831
-8863,471.772712
-8862,464.750649
-8861,458.829447
-8860,454.270488
-8859,451.395791
-8858,449.943978
-8857,449.816707
-8856,450.912142
-8855,452.955093
-8854,455.731409
-8853,458.978142
-8852,462.627796
-8851,465.771774
-8850,468.487159
-8849,470.191247
-8848,470.642349
-8847,469.861645
-8846,468.052613
-8845,465.42388
-8844,462.756578
-8843,460.332248
-8842,458.497485
-8841,457.461981
-8840,457.462488
-8839,458.223788
-8838,459.832543
-8837,462.039632
-8836,464.612159
-8835,467.519094
-8834,470.302214
-8833,472.725917
-8832,474.605399
-8831,475.653415
-8830,475.754771
-8829,475.321219
-8828,474.521134
-8827,473.229784
-8826,471.800854
-8825,470.457131
-8824,469.525261
-8823,469.17691
-8822,469.33408
-8821,470.073559
-8820,471.342613
-8819,472.879933
-8818,474.593169
-8817,476.213904
-8816,477.478654
-8815,477.940834
-8814,477.327343
-8813,475.379863
-8812,471.93111
-8811,467.577321
-8810,462.274035
-8809,457.090391
-8808,452.116568
-8807,448.318244
-8806,445.867841
-8805,444.803637
-8804,445.1746
-8803,447.0581
-8802,450.158257
-8801,454.417575
-8800,459.783361
-8799,465.991892
-8798,472.745391
-8797,479.932625
-8796,486.460923
-8795,491.4854
-8794,494.234958
-8793,493.782653
-8792,489.661953
-8791,482.493627
-8790,473.349348
-8789,463.093551
-8788,454.125578
-8787,447.310296
-8786,442.639818
-8785,440.352886
-8784,440.383919
-8783,442.336911
-8782,445.871906
-8781,450.416035
-8780,456.059673
-8779,463.195405
-8778,470.618151
-8777,479.055394
-8776,487.32792
-8775,494.577553
-8774,500.344465
-8773,502.255694
-8772,499.699101
-8771,491.928965
-8770,480.891035
-8769,467.39294
-8768,454.06654
-8767,442.612971
-8766,434.539468
-8765,429.866332
-8764,428.158782
-8763,429.225286
-8762,432.355643
-8761,437.290954
-8760,443.747013
-8759,451.075752
-8758,459.295952
-8757,468.586523
-8756,477.503326
-8755,486.374825
-8754,494.280115
-8753,499.79884
-8752,502.294172
-8751,501.507789
-8750,497.481871
-8749,490.73797
-8748,483.021262
-8747,474.716949
-8746,467.573058
-8745,462.056968
-8744,457.899309
-8743,455.278176
-8742,454.120067
-8741,453.922565
-8740,454.469692
-8739,455.697694
-8738,457.190007
-8737,458.709837
-8736,460.488274
-8735,462.007521
-8734,463.348952
-8733,464.462108
-8732,465.106249
-8731,465.684569
-8730,465.916537
-8729,466.002818
-8728,466.008995
-8727,466.077707
-8726,466.113823
-8725,466.273285
-8724,466.27716
-8723,466.188869
-8722,465.922063
-8721,465.261952
-8720,464.351843
-8719,463.04633
-8718,461.647934
-8717,460.235284
-8716,459.1233
-8715,458.238285
-8714,457.979395
-8713,458.438827
-8712,459.68454
-8711,461.56667
-8710,464.419291
-8709,468.011165
-8708,471.971906
-8707,476.734883
-8706,481.826556
-8705,486.934243
-8704,491.70223
-8703,495.804552
-8702,498.408049
-8701,498.724729
-8700,496.369807
-8699,490.932227
-8698,483.01034
-8697,473.451146
-8696,463.348801
-8695,453.743899
-8694,445.509482
-8693,439.408484
-8692,435.437647
-8691,433.509468
-8690,433.597669
-8689,435.45463
-8688,438.5823
-8687,443.507553
-8686,449.33506
-8685,456.280204
-8684,464.650181
-8683,473.444064
-8682,481.833073
-8681,489.214878
-8680,493.943573
-8679,494.295992
-8678,489.857972
-8677,481.311382
-8676,469.599557
-8675,457.313481
-8674,446.96797
-8673,439.087361
-8672,434.618377
-8671,433.216671
-8670,434.542013
-8669,438.058471
-8668,443.340374
-8667,449.736417
-8666,457.294689
-8665,465.276794
-8664,474.53551
-8663,484.320598
-8662,494.113646
-8661,503.738596
-8660,511.829105
-8659,516.352472
-8658,516.257238
-8657,510.617449
-8656,499.981645
-8655,485.511007
-8654,469.973722
-8653,455.49944
-8652,444.029055
-8651,435.658542
-8650,430.691876
-8649,428.625523
-8648,429.00001
-8647,431.223052
-8646,435.102454
-8645,440.438666
-8644,446.477472
-8643,453.317525
-8642,461.024414
-8641,468.634992
-8640,475.831558
-8639,481.473415
-8638,484.963995
-8637,485.805351
-8636,483.936864
-8635,479.597187
-8634,474.049025
-8633,468.391732
-8632,463.879295
-8631,460.642883
-8630,459.126892
-8629,459.026308
-8628,460.071738
-8627,461.8856
-8626,464.109501
-8625,466.471165
-8624,468.796578
-8623,470.746675
-8622,472.200194
-8621,473.330192
-8620,473.706299
-8619,473.605342
-8618,473.027202
-8617,472.104446
-8616,471.015418
-8615,470.009339
-8614,469.155864
-8613,468.650188
-8612,468.430348
-8611,468.411716
-8610,468.584648
-8609,468.757526
-8608,468.794674
-8607,468.591512
-8606,468.003278
-8605,466.900173
-8604,465.37744
-8603,463.272694
-8602,460.685569
-8601,457.784276
-8600,455.109646
-8599,452.867216
-8598,451.319946
-8597,450.806403
-8596,451.570615
-8595,453.739181
-8594,457.37118
-8593,462.005606
-8592,467.588233
-8591,473.736559
-8590,479.711479
-8589,485.284391
-8588,489.889053
-8587,492.856387
-8586,494.011375
-8585,493.040686
-8584,489.864705
-8583,484.79732
-8582,478.811091
-8581,471.817016
-8580,464.847368
-8579,458.256552
-8578,453.160951
-8577,449.497566
-8576,447.411152
-8575,447.007851
-8574,448.091508
-8573,450.492028
-8572,454.115087
-8571,459.055385
-8570,464.329343
-8569,470.250118
-8568,475.397318
-8567,479.792517
-8566,482.112036
-8565,482.203653
-8564,479.444065
-8563,474.36639
-8562,467.641425
-8561,459.692081
-8560,452.435673
-8559,445.907536
-8558,441.563546
-8557,439.088913
-8556,439.142644
-8555,441.359422
-8554,445.336001
-8553,451.137749
-8552,458.294389
-8551,466.17874
-8550,474.98736
-8549,483.486408
-8548,491.748522
-8547,498.605093
-8546,503.183382
-8545,504.930214
-8544,503.60405
-8543,499.189905
-8542,492.393046
-8541,484.565742
-8540,475.981142
-8539,467.874684
-8538,461.003928
-8537,455.688859
-8536,452.168744
-8535,450.406342
-8534,450.21359
-8533,451.535084
-8532,454.260775
-8531,457.687556
-8530,461.567952
-8529,465.710989
-8528,469.12719
-8527,471.24042
-8526,471.583034
-8525,469.920249
-8524,466.528193
-8523,461.726047
-8522,456.384226
-8521,451.615016
-8520,447.579545
-8519,445.200731
-8518,444.446135
-8517,445.64279
-8516,448.510791
-8515,452.741414
-8514,458.318767
-8513,464.824584
-8512,471.516127
-8511,478.159728
-8510,484.372001
-8509,489.060617
-8508,492.007496
-8507,492.658834
-8506,491.135748
-8505,487.388945
-8504,482.455926
-8503,476.813266
-8502,471.182876
-8501,466.154109
-8500,462.251025
-8499,459.718964
-8498,458.639026
-8497,458.982188
-8496,460.520255
-8495,463.039446
-8494,466.361315
-8493,470.159382
-8492,474.037693
-8491,477.525018
-8490,480.133591
-8489,481.37205
-8488,480.766748
-8487,478.195191
-8486,473.759352
-8485,468.296509
-8484,461.939381
-8483,455.645419
-8482,450.089902
-8481,445.968183
-8480,443.140788
-8479,442.143817
-8478,442.703932
-8477,444.707203
-8476,448.101492
-8475,452.473355
-8474,457.636215
-8473,463.181605
-8472,468.717005
-8471,473.795265
-8470,478.060911
-8469,481.090383
-8468,482.761167
-8467,483.139674
-8466,482.246216
-8465,480.492699
-8464,478.205559
-8463,475.759442
-8462,473.312557
-8461,471.491666
-8460,470.148936
-8459,469.447213
-8458,469.266952
-8457,469.547408
-8456,470.153359
-8455,471.026289
-8454,471.688149
-8453,472.164445
-8452,472.187955
-8451,471.396235
-8450,469.913793
-8449,467.739461
-8448,465.057059
-8447,462.167812
-8446,459.290048
-8445,456.677118
-8444,454.731558
-8443,453.699806
-8442,453.641863
-8441,454.833183
-8440,456.976324
-8439,459.953916
-8438,463.600408
-8437,467.455521
-8436,471.029331
-8435,474.165551
-8434,476.237475
-8433,476.967423
-8432,476.460498
-8431,474.379361
-8430,471.467135
-8429,467.698866
-8428,464.132177
-8427,460.958649
-8426,458.692423
-8425,457.546048
-8424,457.712601
-8423,459.151393
-8422,461.718273
-8421,465.40412
-8420,470.052741
-8419,475.429482
-8418,480.78828
-8417,486.788228
-8416,491.521638
-8415,494.715011
-8414,495.194341
-8413,492.259575
-8412,486.081414
-8411,476.706871
-8410,465.528865
-8409,454.024313
-8408,443.5436
-8407,435.106563
-8406,429.615875
-8405,426.854413
-8404,426.799261
-8403,429.161213
-8402,433.636879
-8401,439.603597
-8400,447.615629
-8399,456.598616
-8398,467.214747
-8397,478.378033
-8396,489.105263
-8395,498.115017
-8394,504.258982
-8393,505.952106
-8392,502.821833
-8391,494.984169
-8390,484.107979
-8389,472.78674
-8388,461.377135
-8387,452.428704
-8386,445.999519
-8385,442.506527
-8384,441.537708
-8383,442.790072
-8382,445.867643
-8381,450.368416
-8380,456.089602
-8379,462.392507
-8378,469.88543
-8377,477.844152
-8376,485.710774
-8375,492.72009
-8374,498.314674
-8373,501.015625
-8372,500.125975
-8371,495.420361
-8370,487.385041
-8369,477.042138
-8368,465.87022
-8367,455.101834
-8366,446.173261
-8365,438.793653
-8364,434.00174
-8363,431.449282
-8362,431.045881
-8361,432.509767
-8360,435.526999
-8359,439.849793
-8358,445.302041
-8357,451.508063
-8356,457.877547
-8355,464.680264
-8354,471.172105
-8353,476.899032
-8352,481.284542
-8351,484.549862
-8350,486.250946
-8349,486.700316
-8348,485.965265
-8347,484.597195
-8346,482.701929
-8345,480.478598
-8344,478.170819
-8343,476.133545
-8342,474.421965
-8341,472.621404
-8340,471.126868
-8339,469.685147
-8338,468.440052
-8337,467.311463
-8336,466.267234
-8335,465.351051
-8334,464.59207
-8333,464.16982
-8332,463.899649
-8331,464.1316
-8330,464.488013
-8329,465.446912
-8328,466.978772
-8327,468.572174
-8326,470.708104
-8325,472.581107
-8324,474.226468
-8323,475.126767
-8322,474.962376
-8321,473.387462
-8320,470.387118
-8319,465.763419
-8318,460.127307
-8317,454.079331
-8316,448.275628
-8315,443.020619
-8314,439.459834
-8313,437.731208
-8312,437.657964
-8311,439.382219
-8310,442.740891
-8309,447.360807
-8308,453.585845
-8307,460.633445
-8306,468.668203
-8305,478.017659
-8304,487.223118
-8303,496.703469
-8302,504.920569
-8301,511.005628
-8300,513.285357
-8299,510.724649
-8298,503.367871
-8297,492.145972
-8296,478.00515
-8295,463.519682
-8294,451.035411
-8293,440.874917
-8292,433.78192
-8291,429.84747
-8290,428.745868
-8289,429.976742
-8288,433.166196
-8287,438.169657
-8286,444.770786
-8285,452.328815
-8284,461.792967
-8283,472.269032
-8282,483.006639
-8281,493.427957
-8280,501.610265
-8279,505.02515
-8278,503.03736
-8277,495.240166
-8276,483.254844
-8275,468.504487
-8274,454.850406
-8273,443.25847
-8272,435.27391
-8271,430.524459
-8270,429.123427
-8269,430.443386
-8268,433.953515
-8267,439.18395
-8266,445.891065
-8265,453.362235
-8264,461.681983
-8263,471.155746
-8262,480.843489
-8261,490.005348
-8260,497.716398
-8259,503.400679
